problem_id,title,title_slug,difficulty,acceptance_rate,likes,dislikes,is_paid_only,topic_tags
44,Wildcard Matching,wildcard-matching,Hard,32.22444546651593,9183,422,False,"String, Dynamic Programming, Greedy, Recursion"
45,Jump Game II,jump-game-ii,Medium,43.049276174370554,16644,711,False,"Array, Dynamic Programming, Greedy"
46,Permutations,permutations,Medium,82.0599064847033,20989,386,False,"Array, Backtracking"
47,Permutations II,permutations-ii,Medium,63.64575244715625,9206,163,False,"Array, Backtracking, Sorting"
48,Rotate Image,rotate-image,Medium,80.28642921619803,20194,975,False,"Array, Math, Matrix"
49,Group Anagrams,group-anagrams,Medium,72.81562323346733,22243,761,False,"Array, Hash Table, String, Sorting"
50,"Pow(x, n)",powx-n,Medium,38.85659845188937,11808,10578,False,"Math, Recursion"
51,N-Queens,n-queens,Hard,75.86713304316386,14508,353,False,"Array, Backtracking"
52,N-Queens II,n-queens-ii,Hard,78.88876313189182,4322,283,False,Backtracking
53,Maximum Subarray,maximum-subarray,Medium,53.48430966903405,38028,1618,False,"Array, Divide and Conquer, Dynamic Programming"
54,Spiral Matrix,spiral-matrix,Medium,57.10006677167869,17612,1584,False,"Array, Matrix, Simulation"
55,Jump Game,jump-game,Medium,41.078149802881725,21910,1498,False,"Array, Dynamic Programming, Greedy"
56,Merge Intervals,merge-intervals,Medium,52.1378178972095,24822,910,False,"Array, Sorting"
57,Insert Interval,insert-interval,Medium,45.432986448695864,11955,923,False,Array
58,Length of Last Word,length-of-last-word,Easy,59.076190851679215,6506,365,False,String
59,Spiral Matrix II,spiral-matrix-ii,Medium,75.25699682354757,6952,289,False,"Array, Matrix, Simulation"
60,Permutation Sequence,permutation-sequence,Hard,53.46240717599575,7318,511,False,"Math, Recursion"
61,Rotate List,rotate-list,Medium,42.78854262202735,11533,1558,False,"Linked List, Two Pointers"
62,Unique Paths,unique-paths,Medium,66.96821630720906,18497,499,False,"Math, Dynamic Programming, Combinatorics"
63,Unique Paths II,unique-paths-ii,Medium,44.65132600016829,9752,563,False,"Array, Dynamic Programming, Matrix"
64,Minimum Path Sum,minimum-path-sum,Medium,68.42790493093769,13777,203,False,"Array, Dynamic Programming, Matrix"
65,Valid Number,valid-number,Hard,23.139717988198065,1516,2217,False,String
66,Plus One,plus-one,Easy,50.129943667451315,11938,5613,False,"Array, Math"
67,Add Binary,add-binary,Easy,58.19157856397151,10836,1119,False,"Math, String, Bit Manipulation, Simulation"
68,Text Justification,text-justification,Hard,51.40936215846427,4600,5424,False,"Array, String, Simulation"
69,Sqrt(x),sqrtx,Easy,41.98092725895747,9783,4647,False,"Math, Binary Search"
70,Climbing Stairs,climbing-stairs,Easy,54.163254045039174,24646,1051,False,"Math, Dynamic Programming, Memoization"
71,Simplify Path,simplify-path,Medium,50.817714550777815,6623,1422,False,"String, Stack"
72,Edit Distance,edit-distance,Medium,60.82133137533725,16568,328,False,"String, Dynamic Programming"
73,Set Matrix Zeroes,set-matrix-zeroes,Medium,63.19380753070769,17294,868,False,"Array, Hash Table, Matrix"
74,Search a 2D Matrix,search-a-2d-matrix,Medium,54.18422736771383,18071,486,False,"Array, Binary Search, Matrix"
75,Sort Colors,sort-colors,Medium,69.89358231911326,21845,774,False,"Array, Two Pointers, Sorting"
76,Minimum Window Substring,minimum-window-substring,Hard,47.82063042912941,20394,860,False,"Hash Table, String, Sliding Window"
77,Combinations,combinations,Medium,74.74301292029504,8972,256,False,Backtracking
78,Subsets,subsets,Medium,82.48431441999395,19349,343,False,"Array, Backtracking, Bit Manipulation"
79,Word Search,word-search,Medium,47.60332363910707,17816,759,False,"Array, String, Backtracking, Depth-First Search, Matrix"
80,Remove Duplicates from Sorted Array II,remove-duplicates-from-sorted-array-ii,Medium,64.86698896941928,8364,1522,False,"Array, Two Pointers"
81,Search in Rotated Sorted Array II,search-in-rotated-sorted-array-ii,Medium,40.18095861589897,9748,1129,False,"Array, Binary Search"
82,Remove Duplicates from Sorted List II,remove-duplicates-from-sorted-list-ii,Medium,52.01107074900536,9738,284,False,"Linked List, Two Pointers"
83,Remove Duplicates from Sorted List,remove-duplicates-from-sorted-list,Easy,56.954940557978375,9949,380,False,Linked List
84,Largest Rectangle in Histogram,largest-rectangle-in-histogram,Hard,50.22241331046461,19839,394,False,"Array, Stack, Monotonic Stack"
85,Maximal Rectangle,maximal-rectangle,Hard,59.099595275648944,12172,228,False,"Array, Dynamic Programming, Stack, Matrix, Monotonic Stack"
86,Partition List,partition-list,Medium,61.44275248991686,8113,985,False,"Linked List, Two Pointers"
87,Scramble String,scramble-string,Hard,44.866214977118176,3659,1318,False,"String, Dynamic Programming"
88,Merge Sorted Array,merge-sorted-array,Easy,55.112718426375764,19211,2665,False,"Array, Two Pointers, Sorting"
89,Gray Code,gray-code,Medium,65.22243315364365,2562,2842,False,"Math, Backtracking, Bit Manipulation"
90,Subsets II,subsets-ii,Medium,61.5115886792558,11034,418,False,"Array, Backtracking, Bit Manipulation"
91,Decode Ways,decode-ways,Medium,38.148110984705184,12978,4616,False,"String, Dynamic Programming"
92,Reverse Linked List II,reverse-linked-list-ii,Medium,51.76190138564456,13047,794,False,Linked List
93,Restore IP Addresses,restore-ip-addresses,Medium,56.32184311666787,5704,824,False,"String, Backtracking"
94,Binary Tree Inorder Traversal,binary-tree-inorder-traversal,Easy,80.24118260546462,15008,904,False,"Stack, Tree, Depth-First Search, Binary Tree"
95,Unique Binary Search Trees II,unique-binary-search-trees-ii,Medium,62.72487861342621,7980,584,False,"Dynamic Programming, Backtracking, Tree, Binary Search Tree, Binary Tree"
96,Unique Binary Search Trees,unique-binary-search-trees,Medium,63.83236537442405,11069,448,False,"Math, Dynamic Programming, Tree, Binary Search Tree, Binary Tree"
97,Interleaving String,interleaving-string,Medium,44.22550022003693,8891,557,False,"String, Dynamic Programming"
98,Validate Binary Search Tree,validate-binary-search-tree,Medium,35.92317950074223,18503,1464,False,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
99,Recover Binary Search Tree,recover-binary-search-tree,Medium,60.046809245349166,8682,293,False,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
100,Same Tree,same-tree,Easy,67.38076655346256,12990,305,False,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
101,Symmetric Tree,symmetric-tree,Easy,61.44719152563153,16937,462,False,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
102,Binary Tree Level Order Traversal,binary-tree-level-order-traversal,Medium,72.92037405661212,17179,387,False,"Tree, Breadth-First Search, Binary Tree"
103,Binary Tree Zigzag Level Order Traversal,binary-tree-zigzag-level-order-traversal,Medium,63.93990823683635,12165,361,False,"Tree, Breadth-First Search, Binary Tree"
104,Maximum Depth of Binary Tree,maximum-depth-of-binary-tree,Easy,78.31426758258205,14416,296,False,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
105,Construct Binary Tree from Preorder and Inorder Traversal,construct-binary-tree-from-preorder-and-inorder-traversal,Medium,69.05268675673885,16769,638,False,"Array, Hash Table, Divide and Conquer, Tree, Binary Tree"
106,Construct Binary Tree from Inorder and Postorder Traversal,construct-binary-tree-from-inorder-and-postorder-traversal,Medium,68.95344880437136,8743,161,False,"Array, Hash Table, Divide and Conquer, Tree, Binary Tree"
107,Binary Tree Level Order Traversal II,binary-tree-level-order-traversal-ii,Medium,68.4535265891808,5201,335,False,"Tree, Breadth-First Search, Binary Tree"
108,Convert Sorted Array to Binary Search Tree,convert-sorted-array-to-binary-search-tree,Easy,75.72184881647357,11990,649,False,"Array, Divide and Conquer, Tree, Binary Search Tree, Binary Tree"
109,Convert Sorted List to Binary Search Tree,convert-sorted-list-to-binary-search-tree,Medium,66.85346949577465,7917,175,False,"Linked List, Divide and Conquer, Tree, Binary Search Tree, Binary Tree"
110,Balanced Binary Tree,balanced-binary-tree,Easy,58.607036710405424,12283,842,False,"Tree, Depth-First Search, Binary Tree"
111,Minimum Depth of Binary Tree,minimum-depth-of-binary-tree,Easy,53.187052794835466,7889,1367,False,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
112,Path Sum,path-sum,Easy,55.169363119914635,10812,1219,False,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
113,Path Sum II,path-sum-ii,Medium,62.41769972952914,8685,172,False,"Backtracking, Tree, Depth-First Search, Binary Tree"
114,Flatten Binary Tree to Linked List,flatten-binary-tree-to-linked-list,Medium,70.97924251784445,13797,604,False,"Linked List, Stack, Tree, Depth-First Search, Binary Tree"
115,Distinct Subsequences,distinct-subsequences,Hard,52.09087006951288,7460,321,False,"String, Dynamic Programming"
116,Populating Next Right Pointers in Each Node,populating-next-right-pointers-in-each-node,Medium,67.36533058099586,10473,329,False,"Linked List, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
117,Populating Next Right Pointers in Each Node II,populating-next-right-pointers-in-each-node-ii,Medium,57.741727523061726,6224,344,False,"Linked List, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
118,Pascal's Triangle,pascals-triangle,Easy,79.09763723113845,15063,571,False,"Array, Dynamic Programming"
119,Pascal's Triangle II,pascals-triangle-ii,Easy,67.6214676714131,5360,372,False,"Array, Dynamic Programming"
120,Triangle,triangle,Medium,59.92095790483977,10921,614,False,"Array, Dynamic Programming"
121,Best Time to Buy and Sell Stock,best-time-to-buy-and-sell-stock,Easy,56.97646740190674,35955,1426,False,"Array, Dynamic Programming"
122,Best Time to Buy and Sell Stock II,best-time-to-buy-and-sell-stock-ii,Medium,71.25264179910694,15479,2817,False,"Array, Dynamic Programming, Greedy"
123,Best Time to Buy and Sell Stock III,best-time-to-buy-and-sell-stock-iii,Hard,54.037580920136584,10644,232,False,"Array, Dynamic Programming"
124,Binary Tree Maximum Path Sum,binary-tree-maximum-path-sum,Hard,42.44026557900115,18592,794,False,"Dynamic Programming, Tree, Depth-First Search, Binary Tree"
125,Valid Palindrome,valid-palindrome,Easy,53.609155560148544,11813,8651,False,"Two Pointers, String"
126,Word Ladder II,word-ladder-ii,Hard,27.794255247779954,6626,836,False,"Hash Table, String, Backtracking, Breadth-First Search"
127,Word Ladder,word-ladder,Hard,45.87153534148886,13605,1969,False,"Hash Table, String, Breadth-First Search"
128,Longest Consecutive Sequence,longest-consecutive-sequence,Medium,47.15179015829089,23105,1247,False,"Array, Hash Table, Union-Find"
129,Sum Root to Leaf Numbers,sum-root-to-leaf-numbers,Medium,70.07494998132708,8710,160,False,"Tree, Depth-First Search, Binary Tree"
130,Surrounded Regions,surrounded-regions,Medium,45.63378049755782,9983,2249,False,"Array, Depth-First Search, Breadth-First Search, Union-Find, Matrix"
131,Palindrome Partitioning,palindrome-partitioning,Medium,74.22927309242361,14398,576,False,"String, Dynamic Programming, Backtracking"
132,Palindrome Partitioning II,palindrome-partitioning-ii,Hard,37.31650771859362,5985,159,False,"String, Dynamic Programming"
133,Clone Graph,clone-graph,Medium,65.58209427236403,10678,4210,False,"Hash Table, Depth-First Search, Breadth-First Search, Graph Theory"
134,Gas Station,gas-station,Medium,48.20887525032215,13612,1399,False,"Array, Greedy"
135,Candy,candy,Hard,48.67276320952782,9413,861,False,"Array, Greedy"
136,Single Number,single-number,Easy,77.8768316034395,18961,911,False,"Array, Bit Manipulation"
137,Single Number II,single-number-ii,Medium,67.33076265501934,8741,752,False,"Array, Bit Manipulation"
138,Copy List with Random Pointer,copy-list-with-random-pointer,Medium,63.16303925170966,15672,1690,False,"Hash Table, Linked List"
139,Word Break,word-break,Medium,49.58933394374099,18785,908,False,"Array, Hash Table, String, Dynamic Programming, Trie, Memoization"
140,Word Break II,word-break-ii,Hard,55.743083880418496,7601,551,False,"Array, Hash Table, String, Dynamic Programming, Backtracking, Trie, Memoization"
141,Linked List Cycle,linked-list-cycle,Easy,54.56455392744123,17667,1595,False,"Hash Table, Linked List, Two Pointers"
142,Linked List Cycle II,linked-list-cycle-ii,Medium,58.340452624682705,15261,1097,False,"Hash Table, Linked List, Two Pointers"
143,Reorder List,reorder-list,Medium,65.55747451964086,12657,525,False,"Linked List, Two Pointers, Stack, Recursion"
144,Binary Tree Preorder Traversal,binary-tree-preorder-traversal,Easy,76.02850013415778,8933,237,False,"Stack, Tree, Depth-First Search, Binary Tree"
145,Binary Tree Postorder Traversal,binary-tree-postorder-traversal,Easy,78.41740872076734,7835,228,False,"Stack, Tree, Depth-First Search, Binary Tree"
146,LRU Cache,lru-cache,Medium,47.56561256314431,23264,1245,False,"Hash Table, Linked List, Design, Doubly-Linked List"
147,Insertion Sort List,insertion-sort-list,Medium,59.447969220846566,3428,884,False,"Linked List, Sorting"
148,Sort List,sort-list,Medium,64.7371155015377,13119,419,False,"Linked List, Two Pointers, Divide and Conquer, Sorting, Merge Sort"
149,Max Points on a Line,max-points-on-a-line,Hard,30.951287440004656,4559,597,False,"Array, Hash Table, Math, Geometry"
150,Evaluate Reverse Polish Notation,evaluate-reverse-polish-notation,Medium,58.05615602000973,8817,1198,False,"Array, Math, Stack"
151,Reverse Words in a String,reverse-words-in-a-string,Medium,56.84927487010546,10681,5612,False,"Two Pointers, String"
152,Maximum Product Subarray,maximum-product-subarray,Medium,36.585244204385326,20609,833,False,"Array, Dynamic Programming"
153,Find Minimum in Rotated Sorted Array,find-minimum-in-rotated-sorted-array,Medium,54.877576044845554,15582,678,False,"Array, Binary Search"
154,Find Minimum in Rotated Sorted Array II,find-minimum-in-rotated-sorted-array-ii,Hard,46.69097884697833,5325,532,False,"Array, Binary Search"
155,Min Stack,min-stack,Medium,58.325129223832604,16103,1002,False,"Stack, Design"
156,Binary Tree Upside Down,binary-tree-upside-down,Medium,65.53502105090492,307,389,True,"Tree, Depth-First Search, Binary Tree"
157,Read N Characters Given Read4,read-n-characters-given-read4,Easy,42.576261003525595,605,3606,True,"Array, Simulation, Interactive"
158,Read N Characters Given read4 II - Call Multiple Times,read-n-characters-given-read4-ii-call-multiple-times,Hard,43.31202363160332,889,1821,True,"Array, Simulation, Interactive"
159,Longest Substring with At Most Two Distinct Characters,longest-substring-with-at-most-two-distinct-characters,Medium,57.11462413501223,2272,41,True,"Hash Table, String, Sliding Window"
160,Intersection of Two Linked Lists,intersection-of-two-linked-lists,Easy,64.05158098370751,16733,1502,False,"Hash Table, Linked List, Two Pointers"
161,One Edit Distance,one-edit-distance,Medium,34.57428948925204,1449,195,True,"Two Pointers, String"
162,Find Peak Element,find-peak-element,Medium,47.03482601725905,14759,4960,False,"Array, Binary Search"
163,Missing Ranges,missing-ranges,Easy,35.66772340683278,1191,3026,True,Array
164,Maximum Gap,maximum-gap,Medium,52.35015380238616,3590,443,False,"Array, Sorting, Bucket Sort, Radix Sort"
165,Compare Version Numbers,compare-version-numbers,Medium,46.56168445019459,3186,2798,False,"Two Pointers, String"
166,Fraction to Recurring Decimal,fraction-to-recurring-decimal,Medium,31.0327060630144,2602,3865,False,"Hash Table, Math, String"
167,Two Sum II - Input Array Is Sorted,two-sum-ii-input-array-is-sorted,Medium,65.31570232209694,13655,1539,False,"Array, Two Pointers, Binary Search"
168,Excel Sheet Column Title,excel-sheet-column-title,Easy,46.7972623093105,6098,926,False,"Math, String"
169,Majority Element,majority-element,Easy,66.37931014284533,22959,831,False,"Array, Hash Table, Divide and Conquer, Sorting, Counting"
170,Two Sum III - Data structure design,two-sum-iii-data-structure-design,Easy,39.15913992270408,713,462,True,"Array, Hash Table, Two Pointers, Design, Data Stream"
171,Excel Sheet Column Number,excel-sheet-column-number,Easy,67.9611786022357,5122,403,False,"Math, String"
172,Factorial Trailing Zeroes,factorial-trailing-zeroes,Medium,46.91153955494055,3561,1992,False,Math
173,Binary Search Tree Iterator,binary-search-tree-iterator,Medium,76.62939160092918,9287,595,False,"Stack, Tree, Design, Binary Search Tree, Binary Tree, Iterator"
174,Dungeon Game,dungeon-game,Hard,41.57214021543405,6301,118,False,"Array, Dynamic Programming, Matrix"
175,Combine Two Tables,combine-two-tables,Easy,79.66560182989201,4432,258,False,Database
176,Second Highest Salary,second-highest-salary,Medium,47.37904503361695,4299,1014,False,Database
177,Nth Highest Salary,nth-highest-salary,Medium,39.42683574340518,2335,1125,False,Database
178,Rank Scores,rank-scores,Medium,68.04221742521676,2521,304,False,Database
179,Largest Number,largest-number,Medium,43.247559948030194,9515,807,False,"Array, String, Greedy, Sorting"
180,Consecutive Numbers,consecutive-numbers,Medium,48.64721245423455,2774,364,False,Database
181,Employees Earning More Than Their Managers,employees-earning-more-than-their-managers,Easy,73.42619950807283,3200,302,False,Database
182,Duplicate Emails,duplicate-emails,Easy,73.90623472480203,2482,89,False,Database
183,Customers Who Never Order,customers-who-never-order,Easy,71.92882191667739,3114,163,False,Database
184,Department Highest Salary,department-highest-salary,Medium,58.466435089002275,2433,214,False,Database
185,Department Top Three Salaries,department-top-three-salaries,Hard,60.8271745560824,2632,282,False,Database
186,Reverse Words in a String II,reverse-words-in-a-string-ii,Medium,56.74498016411812,1118,146,True,"Two Pointers, String"
187,Repeated DNA Sequences,repeated-dna-sequences,Medium,53.51856885663747,3653,572,False,"Hash Table, String, Bit Manipulation, Sliding Window, Rolling Hash, Hash Function"
188,Best Time to Buy and Sell Stock IV,best-time-to-buy-and-sell-stock-iv,Hard,50.50145149805554,8043,227,False,"Array, Dynamic Programming"
189,Rotate Array,rotate-array,Medium,45.119595856549566,21255,2196,False,"Array, Math, Two Pointers"
190,Reverse Bits,reverse-bits,Easy,68.68887666352823,5936,1686,False,"Divide and Conquer, Bit Manipulation"
191,Number of 1 Bits,number-of-1-bits,Easy,77.03136157730066,7201,1372,False,"Divide and Conquer, Bit Manipulation"
192,Word Frequency,word-frequency,Medium,29.35565688024337,585,311,False,Shell
193,Valid Phone Numbers,valid-phone-numbers,Easy,30.009961041260848,487,983,False,Shell
194,Transpose File,transpose-file,Medium,32.265325129826145,164,290,False,Shell
195,Tenth Line,tenth-line,Easy,37.014662471066735,429,486,False,Shell
196,Delete Duplicate Emails,delete-duplicate-emails,Easy,66.2192094485339,2135,430,False,Database
197,Rising Temperature,rising-temperature,Easy,51.50925966918001,4314,747,False,Database
198,House Robber,house-robber,Medium,53.33379523608093,23649,518,False,"Array, Dynamic Programming"
199,Binary Tree Right Side View,binary-tree-right-side-view,Medium,70.52100119880512,13560,1095,False,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
200,Number of Islands,number-of-islands,Medium,64.61237799391175,25150,621,False,"Array, Depth-First Search, Breadth-First Search, Union-Find, Matrix"
201,Bitwise AND of Numbers Range,bitwise-and-of-numbers-range,Medium,49.13278909062936,4307,320,False,Bit Manipulation
202,Happy Number,happy-number,Easy,59.844487008259236,12032,1648,False,"Hash Table, Math, Two Pointers"
203,Remove Linked List Elements,remove-linked-list-elements,Easy,54.74505761095676,9116,294,False,"Linked List, Recursion"
204,Count Primes,count-primes,Medium,36.18842106345361,8893,1585,False,"Array, Math, Enumeration, Number Theory"
205,Isomorphic Strings,isomorphic-strings,Easy,48.578788397723436,10663,2293,False,"Hash Table, String"
206,Reverse Linked List,reverse-linked-list,Easy,80.71919477917456,24678,588,False,"Linked List, Recursion"
207,Course Schedule,course-schedule,Medium,51.66977773352577,18128,876,False,"Depth-First Search, Breadth-First Search, Graph Theory, Topological Sort"
208,Implement Trie (Prefix Tree),implement-trie-prefix-tree,Medium,69.67852398236582,12509,165,False,"Hash Table, String, Design, Trie"
209,Minimum Size Subarray Sum,minimum-size-subarray-sum,Medium,52.024108416092695,14555,542,False,"Array, Binary Search, Sliding Window, Prefix Sum"
210,Course Schedule II,course-schedule-ii,Medium,55.76154448097219,12030,380,False,"Depth-First Search, Breadth-First Search, Graph Theory, Topological Sort"
211,Design Add and Search Words Data Structure,design-add-and-search-words-data-structure,Medium,48.66035525270345,8127,493,False,"String, Depth-First Search, Design, Trie"
212,Word Search II,word-search-ii,Hard,38.59546291560529,10242,510,False,"Array, String, Backtracking, Trie, Matrix"
213,House Robber II,house-robber-ii,Medium,45.09282444904125,11173,194,False,"Array, Dynamic Programming"
214,Shortest Palindrome,shortest-palindrome,Hard,42.64950010755403,4597,295,False,"String, Rolling Hash, String Matching, Hash Function"
215,Kth Largest Element in an Array,kth-largest-element-in-an-array,Medium,69.04665303807072,18899,976,False,"Array, Divide and Conquer, Sorting, Heap (Priority Queue), Quickselect"
216,Combination Sum III,combination-sum-iii,Medium,73.40397209946222,6699,125,False,"Array, Backtracking"
217,Contains Duplicate,contains-duplicate,Easy,64.46842080130637,14068,1373,False,"Array, Hash Table, Sorting"
218,The Skyline Problem,the-skyline-problem,Hard,45.50656224751411,6236,286,False,"Array, Divide and Conquer, Binary Indexed Tree, Segment Tree, Sweep Line, Sorting, Heap (Priority Queue), Ordered Set"
219,Contains Duplicate II,contains-duplicate-ii,Easy,51.46646478477487,7596,3334,False,"Array, Hash Table, Sliding Window"
220,Contains Duplicate III,contains-duplicate-iii,Hard,24.87559507631375,1321,151,False,"Array, Sliding Window, Sorting, Bucket Sort, Ordered Set"
221,Maximal Square,maximal-square,Medium,50.48789987994184,11060,262,False,"Array, Dynamic Programming, Matrix"
222,Count Complete Tree Nodes,count-complete-tree-nodes,Easy,72.92424289095733,9559,623,False,"Binary Search, Bit Manipulation, Tree, Binary Tree"
223,Rectangle Area,rectangle-area,Medium,49.8216873692813,2157,1670,False,"Math, Geometry"
224,Basic Calculator,basic-calculator,Hard,46.97051697021703,7015,561,False,"Math, String, Stack, Recursion"
225,Implement Stack using Queues,implement-stack-using-queues,Easy,70.25308655741014,7012,1290,False,"Stack, Design, Queue"
226,Invert Binary Tree,invert-binary-tree,Easy,80.1805286678273,15289,255,False,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
227,Basic Calculator II,basic-calculator-ii,Medium,46.979258129197916,6634,955,False,"Math, String, Stack"
228,Summary Ranges,summary-ranges,Easy,54.372380982387604,4569,2391,False,Array
229,Majority Element II,majority-element-ii,Medium,56.386042149351404,11109,504,False,"Array, Hash Table, Sorting, Counting"
230,Kth Smallest Element in a BST,kth-smallest-element-in-a-bst,Medium,76.98260383421625,12828,266,False,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
231,Power of Two,power-of-two,Easy,50.22147575957568,8121,505,False,"Math, Bit Manipulation, Recursion"
232,Implement Queue using Stacks,implement-queue-using-stacks,Easy,70.0046538727584,8701,495,False,"Stack, Design, Queue"
233,Number of Digit One,number-of-digit-one,Hard,39.081293613769496,1895,1567,False,"Math, Dynamic Programming, Recursion"
234,Palindrome Linked List,palindrome-linked-list,Easy,58.23325224337291,18445,985,False,"Linked List, Two Pointers, Stack, Recursion"
235,Lowest Common Ancestor of a Binary Search Tree,lowest-common-ancestor-of-a-binary-search-tree,Medium,70.83739936105931,12371,365,False,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
236,Lowest Common Ancestor of a Binary Tree,lowest-common-ancestor-of-a-binary-tree,Medium,69.5830938626067,18841,494,False,"Tree, Depth-First Search, Binary Tree"
